comment-id,comment,total-votes,total-agrees,total-disagrees,total-passes,group-a-votes,group-a-agrees,group-a-disagrees,group-a-passes,group-b-votes,group-b-agrees,group-b-disagrees,group-b-passes
3938,"More hiking trails (no rocks please) - let it be natural",60,36,2,22,21,5,2,14,39,31,0,8
3939,"Nicer, more ethnic, and better for you restaurants - stop with the chains and fried food.",1,1,0,0,1,1,0,0,0,0,0,0
3940,"We will still have farms!  They won’t all have been built on.  Preserve the open space",1,1,0,0,1,1,0,0,0,0,0,0
3941,"I would love to see a Bourbon distillery in BG. I’ve been thinking of starting one so it was funny to see people wanting that too on here",1,1,0,0,0,0,0,0,1,1,0,0
3942,"We will do our part to ensure people are healthy - offering parks, farmers markets, PE for students, 5ks, etc…all around the county",1,1,0,0,1,1,0,0,0,0,0,0
3943,"We will still be known for WKU and Corvettes",1,1,0,0,1,1,0,0,0,0,0,0
3944,"Young people will be able to live on their own without the need of a dual income",62,41,1,20,20,9,0,11,42,32,1,9
3945,"We need more softscape along Scottsville Rd business area",1,1,0,0,1,1,0,0,0,0,0,0
3946,"Have some entertainment, shopping in south warren",39,17,0,22,14,3,0,11,25,14,0,11
3947,"Bowling Green City Schools and Warren County Public Schools will merge into one school system.",57,27,18,12,18,8,6,4,39,19,12,8
3948,"Remove homeless camps and stop panhandlers at intersections.",1,1,0,0,1,1,0,0,0,0,0,0
3949,"We need to join with larger healthcare partners to provide better healthcare services to our communities.",62,37,2,23,21,5,0,16,41,32,2,7
3950,"Strive for the Hallmark town feel. Lots of little events.",52,29,4,19,17,8,1,8,35,21,3,11
3951,"Reduce the amount of property owned by out of state companies. Prioritize local.",1,1,0,0,1,1,0,0,0,0,0,0
3952,"City and county infrastructure must be a priority over population growth. We currently have  traffic congestion issues on all primary roads.",1,1,0,0,0,0,0,0,1,1,0,0
3953,"We will have a professional football team (USFL)",45,6,24,15,13,2,6,5,32,4,18,10
3954,"Born here, plan to die here. Not everyone is interested in pop growing as described. These jobs aren’t for folks here but bringing in.",1,1,0,0,0,0,0,0,1,1,0,0
3955,"Will have a barcade",45,13,8,24,15,2,3,10,30,11,5,14
3956,"School choice and more private school options.",1,1,0,0,1,1,0,0,0,0,0,0
3957,"Expand services for the homeless and low income communities.",1,1,0,0,0,0,0,0,1,1,0,0
3958,"No city or county taxes. Find another way to raise money.",1,1,0,0,1,1,0,0,0,0,0,0
3959,"In 2050, instances of homelessness in BG/WC will be rare and very brief, or functionally zero.",65,44,3,18,21,7,2,12,44,37,1,6
3960,"Enabling resources to be a cell phone tap away, fully integrated with the city. Transit, groceries, same day deliveries, adventure!",46,16,5,25,14,0,1,13,32,16,4,12
3961,"Work with local businesses to create a more flexible work/home/family lifestyle. Not a yearly picnic, but genuine interaction.",44,17,3,24,16,2,1,13,28,15,2,11
3962,"Encourage local startups to focus on selling needed, tangible items, not “crafts”. This promotes true growth as their business expands",42,17,4,21,12,3,0,9,30,14,4,12
3963,"If “everything” becomes a states-thing… We are THE best medical/mental health town in the nation. Offering street meds, Telehealth to all.",27,5,4,18,8,1,0,7,19,4,4,11
3964,"There should be a threshold for urban development. It needs to be the majority  but it cannot be 100% urban either.",1,1,0,0,0,0,0,0,1,1,0,0
3965,"Additional CLOSE parking needs adding. Current Garage is not close enough nor safe enough.",1,1,0,0,0,0,0,0,1,1,0,0
3966,"About protections: Non-discrimination yes, special rights and entitlements no",1,1,0,0,0,0,0,0,1,1,0,0
3967,"More seasonal festivals like Harvest Fest to bring the community together. Ex: spring fling, summer fest, etc",58,37,2,19,16,2,1,13,42,35,1,6
3968,"Our main streets get so over crowded with car conventions I can’t imagine adding more traffic stressors",1,1,0,0,0,0,0,0,1,1,0,0
3969,"Yes to designated zones, but not the whole dang city. Not down major roads except by wide sidewalks.",1,1,0,0,0,0,0,0,1,1,0,0
3970,"And cover more of the whole county",1,1,0,0,0,0,0,0,1,1,0,0
3971,"Malls are on their way out.",1,1,0,0,0,0,0,0,1,1,0,0
3972,"More indoor public parks for kids to play at in the winter",1,1,0,0,0,0,0,0,1,1,0,0
3973,"Dedicated indoor pickleball in county & city recreation centers. Pickleball added to Lovers Lane complex.",1,1,0,0,0,0,0,0,1,1,0,0
3974,"This is not the govt's job: By 2050, WKU will have more competitive sports programs and attract more of the community to its sporting events",1,1,0,0,1,1,0,0,0,0,0,0
3975,"Science & children’s museum. Additional indoor playgrounds",1,1,0,0,0,0,0,0,1,1,0,0
3976,"This comment is pointless: ""BG will not waste money on pointless projects & use the money to build up community activities."" Which projects?",1,1,0,0,1,1,0,0,0,0,0,0
3977,"Yes, but he doesn't say how. Not helpful. ""Would like to see traffic issues combatted on Scottsville Road.""",1,1,0,0,1,1,0,0,0,0,0,0
3978,"I'm sure we have this already, but okay. ""BG will have an intentional and mapped out underground stormwater system.""",1,1,0,0,1,1,0,0,0,0,0,0
3979,"Actually we need 3-4. ""Ensure we remain a two hospital community; choice is key and promotes competition. We already struggle to serve all.""",1,1,0,0,1,1,0,0,0,0,0,0
3980,"No. We already took away way too much parking to put in more trees. ""I'd like to see less concrete in our city and more trees.""",1,1,0,0,1,1,0,0,0,0,0,0
3981,"AI steals jobs and is evil. BG should steer clear.",47,11,11,25,16,3,1,12,31,8,10,13
3982,"More billboards (if the sign permits put more money in the city coffers). We can look like Vegas for all I care -- as long as it raises $.",35,2,19,14,12,1,4,7,23,1,15,7
3983,"Daily News should be locally owned",1,1,0,0,1,1,0,0,0,0,0,0
3984,"They are literally typing this in one. ""To prepare for 2050, send out surveys and ask people what they’d like to see.""",1,1,0,0,1,1,0,0,0,0,0,0
3985,"Yes, but this wouldn't affect Scottsville Rd. ""Parkway system similar to 264 or 265 in Louisville to help ease traffic on Scottsville Road.""",1,1,0,0,1,1,0,0,0,0,0,0
3986,"Yes, but not city's job. ""BG will expand events around Hilltopper football to include weekend-long fan experiences with local partnerships.""",1,1,0,0,1,1,0,0,0,0,0,0
3987,"The citizens of BG are ridiculously misled 90% of these statements are not the gov't job. Good things, sure, but the purview of individuals.",1,1,0,0,1,1,0,0,0,0,0,0
3988,"BG need to be educated on the role of govt vs role of business vs role of private citizens. Most suggestions here are not the govt's job,",1,1,0,0,1,1,0,0,0,0,0,0
3989,"Citizens must take action and take responsibility for BG's future and stop relying on govt. Most of these opinions are THEIR responsibility.",55,25,5,25,17,8,1,8,38,17,4,17
3990,"Not gov't's job: ""BG will host a bourbon cocktail competition with top local mixologists."" If they want this, they should do it themselves.",1,1,0,0,1,1,0,0,0,0,0,0
3991,"Not true: ""Most cities are turning their malls like ours into indoor walking/running/sports facilities."" Most cities are not doing this.",1,1,0,0,1,1,0,0,0,0,0,0
3992,"Urban sprawl is good because more business paying taxes lowers individual taxes.",1,1,0,0,1,1,0,0,0,0,0,0
3993,"In 2050, Warren county residents will see a network of Biblical Christian churches as the backbone for mental heath and homeless recovery",48,11,22,15,15,5,4,6,33,6,18,9
3994,"More parks and recreation facilities for indoor sports and outdoor parks including sand volleyball courts to encourage health and wellness.",1,1,0,0,0,0,0,0,1,1,0,0
3995,"Centralized downtown farmers market that is open all year round at least three days a week with indoor/outdoor vendors.",59,37,2,20,19,6,2,11,40,31,0,9
3996,"Downtown needs revitalized. Its beautiful a centralized farmers market would bring more foot traffic.",1,1,0,0,0,0,0,0,1,1,0,0
3997,"DMV should be a one stop shop for all licensing and automotive needs.",41,19,1,21,13,2,0,11,28,17,1,10
3998,"Obviously road enhancements needed for a bigger population. Another entrance/exit to 65 would help with congestion",1,1,0,0,0,0,0,0,1,1,0,0
3999,"Better teachers who are incentivized by their efforts!",54,30,5,19,18,5,4,9,36,25,1,10
4000,"A food truck park or area",1,1,0,0,0,0,0,0,1,1,0,0
4001,"A birthing center for more options than just hospital births or midwifery",47,26,3,18,15,3,1,11,32,23,2,7
4002,"BG really needs a top notch medical Trauma Unit in the future.   Too many victims must be flown to a Nashville hospital for treatment.",1,1,0,0,0,0,0,0,1,1,0,0
4003,"More indoor facilities for kids during the winter months that are free or low cost memberships. Ex: children’s museum, indoor playground",1,1,0,0,0,0,0,0,1,1,0,0
4004,"More social gathering places for adults that are not centralized around drinking",1,1,0,0,0,0,0,0,1,1,0,0
4005,"More brunch restaurants besides diners",59,26,6,27,18,2,1,15,41,24,5,12
4006,"More sand volleyball courts in public parks besides Preston Miller",52,27,3,22,16,4,1,11,36,23,2,11
4007,"Warren County should bring back daycare for teachers’ and educators’ kids",62,37,3,22,20,3,1,16,42,34,2,6
4008,"Comedy club",1,1,0,0,0,0,0,0,1,1,0,0
4009,"wine and dessert bar maybe even underground",44,17,1,26,14,1,1,12,30,16,0,14
4010,"Places to be open on Sundays and Mondays and open later than 8pm",1,1,0,0,0,0,0,0,1,1,0,0
4011,"Children's museum/ STEM museum for kids",1,1,0,0,0,0,0,0,1,1,0,0
4012,"Conservatory and greenhouse",50,27,1,22,15,2,1,12,35,25,0,10
4013,"Bowling Green should be a monolith of accessibility. As the population grows older, we should make the community more tenable for everyone.",1,1,0,0,0,0,0,0,1,1,0,0
4014,"Create accessible, supportive spaces in public settings, such as religious facilities and restaurants for individuals with ASD/disabilities",58,31,4,23,16,2,0,14,42,29,4,9
4015,"The BG of the future needs to stop segregating disabled people. In 2050 we need ADA features as a baseline for everything.",58,28,7,23,21,0,6,15,37,28,1,8
4016,"More fun things to do. Less appt complexes and restaurants.",0,0,0,0,0,0,0,0,0,0,0,0
4017,"Start to develop the North end of the city. So much room for growth and potential up and down Louisville Road.",1,1,0,0,1,1,0,0,0,0,0,0
4018,"More intramural/recreational sport team opportunities for adults post college, like soccer or ultimate frisbee.",63,40,3,20,20,4,2,14,43,36,1,6
4019,"SNAP/MEDICAID office moved to the neighborhood where more recipients live.",48,21,7,20,17,3,4,10,31,18,3,10
4020,"I would love to see trivia offered every night of the week with a rotation at local restaurants/breweries. A great way to connect in BG.",51,20,4,27,18,4,1,13,33,16,3,14
4021,"More water features through out the city",52,27,4,21,15,4,2,9,37,23,2,12
4022,"Non religious private schools, Montessori school that goes up to high school, Waldorf school, dual immersion language schools",1,1,0,0,0,0,0,0,1,1,0,0
4023,"Specialized schools like STEAM focused, arts and performing arts, medical",1,1,0,0,0,0,0,0,1,1,0,0
4024,"Energy efficient homes, buildings, green buildings",1,1,0,0,0,0,0,0,1,1,0,0
4025,"More expensive public transportation like a tram or something in addition to growing the bus or high speed rail",1,1,0,0,0,0,0,0,1,1,0,0
4026,"Indoor parks that are free",44,17,3,24,13,3,1,9,31,14,2,15
4027,"Board game coffee shops",55,33,5,17,17,2,4,11,38,31,1,6
4028,"Composting and recycling centers",65,49,4,12,18,4,3,11,47,45,1,1
4029,"Arcade game bar perhaps underground",50,18,7,25,17,3,2,12,33,15,5,13
4030,"Renewable energy sources and charging stations",1,1,0,0,0,0,0,0,1,1,0,0
4031,"Solar powered community kitchens",48,19,6,23,16,0,4,12,32,19,2,11
4032,"Large concert venues both outdoor and indoor for larger events",1,1,0,0,0,0,0,0,1,1,0,0
4033,"Food truck parks",1,1,0,0,0,0,0,0,1,1,0,0
4034,"Food malls/halls like the one in Nashville",1,1,0,0,0,0,0,0,1,1,0,0
4035,"Dog park with a man made lake",51,17,10,24,15,1,2,12,36,16,8,12
4036,"Observation tower with history/art exhibits",44,15,2,27,12,1,0,11,32,14,2,16
4037,"Solar powered bus shelters",59,36,6,17,20,3,5,12,39,33,1,5
4038,"City WiFi hubs",52,27,8,17,16,2,4,10,36,25,4,7
4039,"Underground speakeasy scene utilizing the cave systems we have",43,16,5,22,12,2,1,9,31,14,4,13
4040,"Rainwater collection systems",64,44,1,19,20,5,1,14,44,39,0,5
4041,"Glow in the dark bowling in an updated bowling alley",39,15,4,20,12,1,2,9,27,14,2,11
4042,"ESports and Gaming Hub partnership with WKU",53,17,12,24,16,1,5,10,37,16,7,14
4043,"Lazer tag and indoor paintball",1,1,0,0,0,0,0,0,1,1,0,0
4044,"There must be a bus route to take people to Preston Miller Park and the Sims Aquatic Center",57,30,5,22,17,0,3,14,40,30,2,8
4045,"Need bus access to Baker Arboretum.",55,32,3,20,16,1,3,12,39,31,0,8
4046,"Need bus access to Bob Kirby Library with the only IDEA lab.",60,35,5,20,21,4,4,13,39,31,1,7
4047,"Improved highway infrastructure to manage the traffic",0,0,0,0,0,0,0,0,0,0,0,0
4048,"Bowling Green will solve its air pollution problem (e.g., too frequently smelling like dog food).",1,1,0,0,1,1,0,0,0,0,0,0
4049,"Bowling Green will grow only to the degree that its infrastructure will allow.",1,1,0,0,1,1,0,0,0,0,0,0
4050,"More farmers markets available supporting local farmers and fresh produce",1,1,0,0,0,0,0,0,1,1,0,0
4051,"Bowling Green will actively solve its homelessness and panhandling issue.",1,1,0,0,1,1,0,0,0,0,0,0
4052,"Bowling Green will enforce stricter oversight on vape shops, including regulating garish signs and advertisement.",1,1,0,0,1,1,0,0,0,0,0,0
4053,"Bowling Green will do something about developing the ugly, empty lots left after the December 2021 tornado on 31-W Bypass.",66,51,0,15,20,9,0,11,46,42,0,4
4054,"Bowling Green will support multiple, alternative high school options - those that already exist, as well as a long-needed Catholic option.",1,1,0,0,1,1,0,0,0,0,0,0
4055,"Bowling Green will finally ban any new strip mall development.",50,20,7,23,18,7,2,9,32,13,5,14
4056,"Free Community garden",0,0,0,0,0,0,0,0,0,0,0,0
4057,"A “City Museum” like in St Louis would be a great addition for our kids and it would be a travel destination for many people. Very fun place",52,31,3,18,18,5,1,12,34,26,2,6
4058,"Bowling Green will be considerably more walkable! I will be able walk/bike down Scottsville road safely with dedicated pedestrian lanes!",1,1,0,0,0,0,0,0,1,1,0,0
4059,"Safe, affordable, nature-integrated, and walkable city—true to its name—while preserving our history and staying independent from Nashville.",0,0,0,0,0,0,0,0,0,0,0,0
4060,"Bowling Green will keep supporting the arts, enriching culture and history, and building on its roots—growing without losing its identity.",57,39,2,16,17,4,2,11,40,35,0,5
4061,"The nightlife will pick back up. Businesses will be able to stay open later and the night experience will be enjoyable, safe, and appealing.",0,0,0,0,0,0,0,0,0,0,0,0
4062,"Bowling Green will show further support for our parks and national landmarks.",58,42,2,14,17,6,1,10,41,36,1,4
4063,"More opportunities for “hidden gems”: restaurants, stores, parks, etc. Something to make BG even more special, while staying original.",0,0,0,0,0,0,0,0,0,0,0,0
4064,"We will have adult only spaces that are not bars for people to go and relax such as a large day spa",42,22,4,16,12,2,2,8,30,20,2,8
4065,"NO COMMENTS RIGHT NOW",1,1,0,0,0,0,0,0,1,1,0,0
4066,"I'm not replying right now",1,1,0,0,0,0,0,0,1,1,0,0
4067,"A place for people and children who have Autism and other relatable disabilities in order for them to function in the outside world alright.",62,38,2,22,19,4,0,15,43,34,2,7
